model,horizon_hours,quantity_type,quantity,minimum,maximum,absolute_range,relative_range_percent,sample_counts
rssm,12,metric,mask_brier,0.06636542011588291,0.06640102522816467,3.560511228176133e-05,0.053633026740402094,"20,50,100"
rssm,12,metric,mean_interval_width_scaled,1.004764065462081,1.1259781079258497,0.12121404246376866,11.272059611792022,"20,50,100"
rssm,12,metric,patient_crps,0.47800033122542335,0.4851064988397477,0.007106167614324366,1.4774186588929088,"20,50,100"
rssm,12,metric,patient_nll,2.8601534172709253,3.216742276580916,0.3565888593099906,11.847998455851114,"20,50,100"
rssm,12,metric,patient_nmae,0.6072278498428377,0.6078254925684269,0.0005976427255891537,0.09837479382962999,"20,50,100"
rssm,24,metric,coverage_90,0.5012310051479065,0.5557908665781573,0.05455986143025082,10.219060974435134,"20,50,100"
rssm,24,metric,mask_brier,0.06846915945820824,0.0685095225547001,4.0363096491857764e-05,0.05893253554338809,"20,50,100"
rssm,24,metric,mean_interval_width_scaled,1.0209497246336983,1.1389060509096467,0.11795632627594843,10.821086524852843,"20,50,100"
rssm,24,metric,patient_crps,0.4860223509053776,0.4931524110707597,0.0071300601653820905,1.4580771428889974,"20,50,100"
rssm,24,metric,patient_nll,2.8071497807223604,3.198682775767424,0.39153299504506345,13.21369609489658,"20,50,100"
rssm,24,metric,patient_nmae,0.6164496785943322,0.6185979321678595,0.0021482535735273256,0.3480804347636691,"20,50,100"
transformer,1,metric,coverage_90,0.8488246587373128,0.9010785191422037,0.052253860404890884,5.931044704525262,"20,50,100"
transformer,1,metric,mask_brier,0.061368059851079494,0.06136805996082757,1.0974807868047165e-10,1.7883582896048664e-07,"20,50,100"
transformer,1,metric,mean_interval_width_scaled,1.4053161655974564,1.5717852393924412,0.16646907379498477,11.075840682237171,"20,50,100"
transformer,1,metric,patient_crps,0.27475915776503895,0.28616376027387225,0.011404602508833295,4.085332002912734,"20,50,100"
transformer,1,metric,patient_nll,0.8375964137527243,0.9102473432134156,0.0726509294606913,8.377143067777192,"20,50,100"
transformer,1,metric,patient_nmae,0.37217816618125826,0.3795246299653512,0.007346463784092927,1.9590826856059906,"20,50,100"
transformer,3,metric,coverage_90,0.8667891486410368,0.9145519287831658,0.04776278014212898,5.329508002692859,"20,50,100"
transformer,3,metric,mask_brier,0.05724489754542797,0.05753023620417627,0.000285338658748302,0.4972370009593213,"20,50,100"
transformer,3,metric,mean_interval_width_scaled,1.6934435386889786,1.8885575305657907,0.1951139918768121,10.794002586693207,"20,50,100"
transformer,3,metric,patient_crps,0.30603083186835833,0.31896868725735333,0.012937855388995001,4.1548214045517975,"20,50,100"
transformer,3,metric,patient_nll,0.8342578507757843,0.8850761480002749,0.050818297224490605,5.959791543602373,"20,50,100"
transformer,3,metric,patient_nmae,0.41845787415461266,0.42958306677861446,0.0111251926240018,2.6308667090813436,"20,50,100"
